"V1" "V2" "V3" "V4" "V5"
245.944505557418 0.0390437981206924 0.975944994743913 0.0878098582103848 0.418047895748168
245.944505557418 0.0390437981206924 0.975944994743913 0.0878098582103848 0.418047895748168
236.432110068477 0.0376934415508036 0.975944994743913 0.0737391319734834 0.412637224856223
240.175580956199 0.0385887842807908 0.985034291602336 0.0805055140472715 0.431226025795336
228.047782388091 0.0400674347683525 0.985034291602336 0.0735571923597669 0.426147697787968
228.047782388091 0.0400674347683525 0.985034291602336 0.0735571923597669 0.426147697787968
224.667006106384 0.0410441926309202 0.985034291602336 0.0743111222540388 0.452810283087326
224.667006106384 0.0410441926309202 0.985034291602336 0.0743111222540388 0.452810283087326
227.547551083881 0.0387983310749404 0.985034291602336 0.072205888368047 0.454079218048619
224.656807214525 0.0394558759162155 0.983152979064996 0.0700881289507596 0.441499769015684
217.643845092418 0.0383616047204848 0.83797969285199 0.0739749931761483 0.426753757610972
206.045223823384 0.0416126588857265 0.799105271472878 0.0802718596951162 0.436976459610149
206.045223823384 0.0416126588857265 0.799105271472878 0.0802718596951162 0.436976459610149
206.045223823384 0.0416126588857265 0.799105271472878 0.0802718596951162 0.436976459610149
206.045223823384 0.0416126588857265 0.799105271472878 0.0802718596951162 0.436976459610149
193.273044307277 0.0422652654778109 0.835228333807534 0.0727103453398781 0.412096271019994
184.409604879574 0.0433392543017126 0.811056299246806 0.0735818650213007 0.400092562016144
172.095666662808 0.0428519706449217 0.778525677684272 0.0729800754157373 0.401206176778004
170.426000935815 0.0437813685306323 0.806081437416406 0.0745248304078026 0.405257467640657
170.426000935815 0.0437813685306323 0.806081437416406 0.0745248304078026 0.405257467640657
170.353247299497 0.0480232005247986 0.847913619595023 0.077691458464916 0.362693968829359
170.353247299497 0.0480232005247986 0.847913619595023 0.077691458464916 0.362693968829359
151.55106310545 0.046300013977028 0.842091905761127 0.0844472845875396 0.389177569637808
151.55106310545 0.046300013977028 0.842091905761127 0.0844472845875396 0.389177569637808
151.55106310545 0.046300013977028 0.842091905761127 0.0844472845875396 0.389177569637808
151.55106310545 0.046300013977028 0.842091905761127 0.0844472845875396 0.389177569637808
151.55106310545 0.046300013977028 0.842091905761127 0.0844472845875396 0.389177569637808
156.728967955608 0.0429571199508761 0.855244036711177 0.0876202905292136 0.414745598922318
156.728967955608 0.0429571199508761 0.855244036711177 0.0876202905292136 0.414745598922318
156.728967955608 0.0429571199508761 0.855244036711177 0.0876202905292136 0.414745598922318
158.128832168287 0.0446102537772966 0.851448999429979 0.0963178905712375 0.412226615483293
154.186664775483 0.0474942927739824 0.862350974260962 0.097271195076338 0.419154598378034
154.186664775483 0.0474942927739824 0.862350974260962 0.097271195076338 0.419154598378034
158.505812587658 0.0508588847555764 0.849263041441796 0.097507705773763 0.42386211354069
158.765467800364 0.0560191498069644 0.836848220369398 0.10096349239563 0.431663271883164
157.508093375501 0.0559993517381304 0.878400104788537 0.0955703605851998 0.442133710299198
159.366244554405 0.0619718798166733 0.903955275360511 0.0910301081163034 0.435468807723597
148.534530047493 0.0629674117676524 0.934561694506558 0.0865233076592761 0.480646570513202
148.534530047493 0.0629674117676524 0.934561694506558 0.0865233076592761 0.480646570513202
148.534530047493 0.0629674117676524 0.934561694506558 0.0865233076592761 0.480646570513202
148.140793491688 0.0602608040752659 0.947523279232351 0.0844085827101023 0.481868853535436
141.911009152488 0.0612331246761854 0.886137749088743 0.0844160682841274 0.480890121031318
136.007802306629 0.0636889629420081 0.919256685287337 0.0892488026698195 0.429915352218359
136.007802306629 0.0636889629420081 0.919256685287337 0.0892488026698195 0.429915352218359
140.137926298908 0.0614957253950563 0.935361723606622 0.0850700486492107 0.440406602128765
137.297546543796 0.0575620618630798 0.878998709137377 0.08242417391727 0.456935313849342
140.115154542658 0.0592726163700786 0.893405059037312 0.0812563995376575 0.471068032136972
140.115154542658 0.0592726163700786 0.893405059037312 0.0812563995376575 0.471068032136972
140.115154542658 0.0592726163700786 0.893405059037312 0.0812563995376575 0.471068032136972
138.737559104175 0.0636530405663371 0.894871662480657 0.0801546271455131 0.469768517568218
138.737559104175 0.0636530405663371 0.894871662480657 0.0801546271455131 0.469768517568218
138.737559104175 0.0636530405663371 0.894871662480657 0.0801546271455131 0.469768517568218
139.938433500075 0.0598887534997143 0.886017218096838 0.0837065912137705 0.469580675971183
139.938433500075 0.0598887534997143 0.886017218096838 0.0837065912137705 0.469580675971183
144.919219869822 0.05983284725352 0.885968781970653 0.085500712488044 0.481251482791959
143.375974364885 0.0586517992758629 0.885968781970653 0.0848460647912806 0.475441638261812
136.406236666269 0.0595694961924862 0.928585093560111 0.0784365870458039 0.481808027755072
132.59105553185 0.0636623300832129 0.943994548599045 0.082908289174974 0.433299131040347
126.85835296979 0.057916065726782 0.793752152132133 0.088668883183045 0.437712906690018
117.869788720299 0.0593342099045677 0.795091935259825 0.0928419798158737 0.47805723846713
111.924265233443 0.0581536806994234 0.74767755196078 0.0970641638912392 0.488465669821014
109.822587372255 0.0601236268728055 0.741320477215997 0.100730023021342 0.499173144934886
109.264725083449 0.0543748522889397 0.777625477038176 0.0826088833369127 0.525583910887182
103.695420246363 0.0551073099129147 0.802697808935751 0.0847095453087295 0.521013849499231
103.695420246363 0.0551073099129147 0.802697808935751 0.0847095453087295 0.521013849499231
103.695420246363 0.0551073099129147 0.802697808935751 0.0847095453087295 0.521013849499231
103.695420246363 0.0551073099129147 0.802697808935751 0.0847095453087295 0.521013849499231
106.765544094573 0.0590471624155659 0.837059818657855 0.0849546499131145 0.478947789792315
108.880219479099 0.0569267355387736 0.85659047482098 0.090298155587589 0.514955999607239
108.880219479099 0.0569267355387736 0.85659047482098 0.090298155587589 0.514955999607239
103.814991719072 0.0542246659444343 0.917347099082162 0.0917771362917253 0.538018757789822
103.814991719072 0.0505567803678872 0.902355070090411 0.085746450506211 0.586022975534128
103.814991719072 0.0505567803678872 0.902355070090411 0.085746450506211 0.586022975534128
102.832305851977 0.0511187246305483 0.948680824372276 0.085966409206486 0.582996490001652
104.636380256615 0.0558450374224021 0.889854598606793 0.0907106407615359 0.55223311289505
104.636380256615 0.0558450374224021 0.889854598606793 0.0907106407615359 0.55223311289505
103.25489535306 0.0562198372884974 0.849590845694949 0.089065713440246 0.510444144189946
103.25489535306 0.0562198372884974 0.849590845694949 0.089065713440246 0.510444144189946
101.286055949718 0.0589909584382755 0.834048169236789 0.0882382634812161 0.539181982760503
